x,y,label
-67.26903,-15.80834,0.00000
-62.94544,-37.14592,0.00000
30.91020,-30.17109,0.00000
45.33858,-69.95037,0.00000
57.91942,-26.98495,1.00000
-29.69853,78.15222,1.00000
46.31131,-70.02345,0.00000
-69.65608,-5.17147,0.00000
-61.23819,26.78412,0.00000
7.78278,80.70420,1.00000
30.09444,-30.16167,0.00000
-49.63186,39.81081,0.00000
91.26944,-3.95668,0.00000
26.46074,46.74989,0.00000
42.75926,24.65876,0.00000
68.77814,4.08144,1.00000
67.52771,14.39522,1.00000
47.07887,-71.21664,0.00000
-23.14918,-19.42747,0.00000
-89.73050,8.47633,1.00000
50.01983,-67.29267,0.00000
47.14708,12.82622,0.00000
19.53552,-12.20557,1.00000
-17.49951,57.69909,0.00000
-12.66637,-31.85696,0.00000
-45.17510,-61.27119,0.00000
5.86581,6.14150,0.00000
81.16225,-36.56301,0.00000
-28.57070,53.74130,0.00000
-16.03596,56.41724,0.00000
-30.48489,-44.78018,1.00000
40.19088,64.73603,1.00000
6.11870,-15.91824,1.00000
41.02408,-17.71277,0.00000
-6.45559,-8.53600,1.00000
-25.74182,33.44771,1.00000
13.94845,-13.18536,1.00000
-56.24845,-49.32067,0.00000
-44.82625,1.06711,1.00000
80.96824,-35.35212,0.00000
3.24093,11.89580,0.00000
-46.48894,-7.12208,1.00000
25.06300,48.24954,0.00000
78.41404,-38.12028,0.00000
-62.08708,21.92252,0.00000
-2.16490,58.72994,0.00000
44.97569,-44.37644,1.00000
-22.85518,-21.49897,0.00000
-33.08016,-40.05855,1.00000
0.75032,80.02558,1.00000
25.53506,47.88450,0.00000
-15.23326,37.27196,1.00000
25.19187,12.35793,1.00000
26.53718,-54.83332,1.00000
42.38919,63.30482,1.00000
49.16182,8.32280,0.00000
85.16751,-23.44110,0.00000
-48.71217,-5.29749,1.00000
-25.49094,56.35063,0.00000
-68.91476,-11.03152,0.00000
-31.33589,52.34708,0.00000
46.04510,9.17104,0.00000
-25.17133,-5.62982,0.00000
43.61628,-14.55101,0.00000
-23.18811,32.02051,1.00000
59.02491,-60.31834,0.00000
-24.02249,-14.61858,0.00000
-5.29551,-79.34245,0.00000
-0.01083,80.70715,1.00000
-63.21037,-30.80081,0.00000
91.75468,-0.68042,0.00000
30.93504,70.13392,1.00000
27.77425,-51.87582,1.00000
-2.04338,-35.60897,0.00000
-67.53165,-24.49810,0.00000
-39.69582,-63.32953,0.00000
-45.86395,-21.10600,1.00000
79.15383,-37.67612,0.00000
44.31219,18.62903,0.00000
63.69145,34.27858,1.00000
-13.39173,-56.06507,1.00000
12.82061,76.45654,1.00000
45.43864,-72.22124,0.00000
-7.61243,-78.88687,0.00000
-39.31187,17.99258,1.00000
-32.04543,-43.34012,1.00000
-41.54538,48.80447,0.00000
31.81535,41.92702,0.00000
88.78310,-10.91657,0.00000
60.94436,-27.03987,1.00000
-49.05898,-56.82873,0.00000
22.94852,-56.29233,1.00000
36.37004,39.33270,0.00000
-46.24480,43.05727,0.00000
-23.80066,-73.00692,0.00000
-67.51067,7.40851,0.00000
-13.18245,57.59852,0.00000
53.51767,-65.22086,0.00000
-54.41536,34.43213,0.00000
-31.53511,53.81309,0.00000
-69.86424,-15.98252,0.00000
-45.29309,6.57968,1.00000
-39.73406,-66.11451,0.00000
5.58418,1.33771,0.00000
20.84391,-8.48224,1.00000
-20.76444,79.92518,1.00000
22.03868,-6.37463,1.00000
62.82989,37.27768,1.00000
-89.25697,13.13338,1.00000
25.79333,-0.31704,1.00000
-4.27471,37.40580,1.00000
20.21042,-8.16092,1.00000
47.82387,7.86741,0.00000
-32.41396,27.95313,1.00000
-66.87950,14.51862,0.00000
-39.72555,19.89421,1.00000
49.82312,-68.34240,0.00000
24.06822,19.92016,1.00000
-47.20179,-15.53532,1.00000
-35.04868,27.16545,1.00000
-9.52425,-56.79865,1.00000
-51.71281,37.79756,0.00000
-53.82018,36.76442,0.00000
45.45173,-3.65531,0.00000
-37.58342,21.61517,1.00000
-24.19859,0.49503,0.00000
-15.22620,-77.89841,0.00000
-28.65308,-44.54604,1.00000
43.48776,25.36154,0.00000
25.93904,2.08822,1.00000
-83.89533,33.57675,1.00000
63.77376,-16.64163,1.00000
7.17653,-36.97158,0.00000
-21.08721,7.25278,0.00000
-25.52647,-1.08832,0.00000
-11.32711,16.71671,0.00000
-8.74082,-78.50021,0.00000
-24.59650,-14.96878,0.00000
-14.50709,57.87374,0.00000
-49.77665,68.42849,1.00000
68.84280,-5.30474,1.00000
-24.78628,-13.07422,0.00000
64.97607,-14.78027,1.00000
17.42436,-58.61461,1.00000
-67.46803,-3.38176,0.00000
59.43335,42.76675,1.00000
-35.27690,-66.30165,0.00000
-5.70833,59.08975,0.00000
-41.03772,-64.79961,0.00000
47.51730,8.15643,0.00000
-45.46430,-0.66111,1.00000
-93.63970,5.12242,1.00000
-87.43142,16.28459,1.00000
25.36783,46.40604,0.00000
-11.94182,35.76173,1.00000
61.30429,-27.16392,1.00000
-6.16356,-57.28486,1.00000
13.95715,-57.74348,1.00000
61.22416,41.89378,1.00000
-39.71638,-64.37592,0.00000
68.64878,6.50716,1.00000
67.59278,25.33905,1.00000
-39.19987,19.43578,1.00000
49.27875,-65.51998,0.00000
-41.37992,-29.12832,1.00000
-7.20822,56.96161,0.00000
11.60909,-37.73024,0.00000
-34.01091,75.60226,1.00000
-84.93252,22.96294,1.00000
77.89831,-42.59998,0.00000
16.25925,-12.95107,1.00000
25.16617,6.00625,1.00000
-32.68689,-42.18277,1.00000
83.36267,-29.01270,0.00000
4.01482,78.85727,1.00000
5.33641,10.86712,0.00000
45.70977,-44.23238,1.00000
-4.91343,36.67566,1.00000
-19.21992,-51.25714,1.00000
-69.83812,50.12738,1.00000
-16.50899,-27.55243,0.00000
-54.80014,-51.59325,0.00000
-5.31517,-2.62380,1.00000
-6.77322,78.75382,1.00000
-35.24643,24.53571,1.00000
-37.72505,49.29234,0.00000
22.50030,-33.75061,0.00000
22.44529,-34.37156,0.00000
-66.86883,-9.63255,0.00000
-23.74415,-10.84515,0.00000
-17.98357,78.88655,1.00000
24.12687,74.80724,1.00000
14.27643,78.17275,1.00000
27.89461,-30.80237,0.00000
-20.97044,35.30528,1.00000
28.55322,72.30693,1.00000
30.19914,69.63379,1.00000
-42.53033,72.80050,1.00000
52.92668,52.29975,1.00000
68.17618,22.61904,1.00000
-39.18047,73.93912,1.00000
34.45236,67.88029,1.00000
35.75325,-73.98740,0.00000
-24.57519,33.15908,1.00000
-45.95666,-1.86420,1.00000
-30.68741,52.73925,0.00000
-86.84506,17.95375,1.00000
-67.06192,7.84356,0.00000
-48.48017,70.61395,1.00000
-32.84084,-43.14734,1.00000
-24.43087,-15.28607,0.00000
41.84697,31.18839,0.00000
58.37999,43.78984,1.00000
-55.03380,36.10148,0.00000
-76.17837,42.93414,1.00000
-58.97453,63.70795,1.00000
-87.28712,22.14792,1.00000
-23.07079,78.63097,1.00000
-22.38141,79.76309,1.00000
74.86777,-46.12027,0.00000
-65.71615,56.95727,1.00000
-47.56230,73.38275,1.00000
-47.44564,-18.23917,1.00000
24.59943,-0.85567,1.00000
-47.34729,-5.14732,1.00000
22.97157,-8.00247,1.00000
-23.41457,34.11412,1.00000
14.20865,53.39128,0.00000
36.54115,-73.91219,0.00000
1.94024,-57.14139,1.00000
-69.82940,3.02679,0.00000
19.28510,-32.25519,0.00000
45.97220,8.09543,0.00000
-70.14271,1.27776,0.00000
-22.44720,7.28548,0.00000
-27.84972,-72.46273,0.00000
-25.20176,55.42885,0.00000
6.43025,79.92866,1.00000
67.25439,-17.66131,1.00000
35.72564,38.26180,0.00000
53.09053,-40.00679,1.00000
2.46142,-81.75210,0.00000
-58.68723,61.32692,1.00000
37.57484,32.81108,0.00000
27.16111,71.95274,1.00000
-6.81466,-77.68217,0.00000
33.81021,-75.91786,0.00000
22.18807,-56.02103,1.00000
